"ApoA1" "ApoB" "BisDBRatio" "BisFARatio" "CH2DBRatio" "CH2InFA" "DBInFA" "DHA" "EstC" "FALen" "FAw3" "FAw6" "FAw79S" "FreeC" "Gln" "Glol" "LLDLFC" "Gp" "HDLC" "HDLD" "IDLC" "IDLFC" "IDLL" "IDLPL" "IDLP" "IDLTG" "LA" "LDLC" "LDLD" "LHDLCE" "LHDLC" "LHDLFC" "LHDLL" "LHDLPL" "LHDLP" "LLDLCE" "LLDLC" "MVLDLFC" "LLDLL" "LLDLPL" "LLDLP" "LVLDLCE" "LVLDLC" "LVLDLFC" "LVLDLL" "LVLDLPL" "LVLDLP" "LVLDLTG" "MHDLCE" "MHDLC" "MHDLFC" "MHDLL" "MHDLPL" "MHDLP" "MLDLCE" "MLDLC" "MLDLL" "MLDLPL" "MLDLP" "MUFA" "MVLDLCE" "MVLDLC" "TotPG" "MVLDLL" "MVLDLPL" "MVLDLP" "MVLDLTG" "OtPUFA" "PC" "SerumC" "SerumTG" "SHDLL" "SHDLP" "SHDLTG" "SLDLC" "SLDLL" "SLDLP" "SM" "SVLDLC" "SVLDLFC" "SVLDLL" "SVLDLPL" "SVLDLP" "SVLDLTG" "TotFA" "VLDLD" "XLHDLCE" "XLHDLC" "XLHDLFC" "XLHDLL" "XLHDLPL" "XLHDLP" "XLHDLTG" "XLVLDLL" "XLVLDLPL" "XLVLDLP" "XLVLDLTG" "XSVLDLL" "XSVLDLPL" "XSVLDLP" "XSVLDLTG" "XXLVLDLL" "XXLVLDLPL" "XXLVLDLTG" "Gly"
"rs140800861" 0.982421 0.851856 0.51358 0.353762 0.253809 0.6414 0.187265 0.128154 0.427037 0.293904 0.105041 0.264401 0.508713 0.965034 0.806898 0.448791 0.522517 0.186702 0.698905 0.729283 0.643425 0.984956 0.799749 0.839067 0.912173 0.749259 0.291162 0.382691 0.379804 0.85642 0.977956 0.747399 0.919237 0.845031 0.871685 0.560698 0.441918 0.451983 0.637989 0.697487 0.67884 0.79704 0.826354 0.756749 0.7168 0.734642 0.69016 0.684701 0.978055 0.856019 0.744538 0.881721 0.533345 0.776947 0.587066 0.490396 0.627927 0.694164 0.652411 0.315026 0.948387 0.697927 0.925093 0.396258 0.430431 0.757638 0.24385 0.125933 0.641318 0.673473 0.683152 0.573495 0.506343 0.252111 0.507373 0.787049 0.784339 0.762284 0.837373 0.799381 0.893235 0.630775 0.771529 0.565808 0.764235 0.687069 0.273848 0.435092 0.413568 0.449803 0.671218 0.637856 0.745937 0.587905 0.692712 0.585872 0.479156 0.631117 0.754844 0.519287 0.534804 0.757082 0.942519 0.837531 0.429595
"rs150025256" 0.313768 0.892268 0.3647 0.347382 0.399915 0.150098 0.704546 0.444229 0.134822 0.976637 0.209558 0.413681 0.835728 0.221363 0.743184 0.970238 0.641207 0.29133 0.137466 0.738554 0.584064 0.628852 0.759835 0.890995 0.836235 0.751498 0.301475 0.687523 0.738958 0.103616 0.129211 0.257838 0.159907 0.19306 0.177011 0.622143 0.645343 0.45483 0.687205 0.823201 0.740433 0.453464 0.418727 0.64084 0.639428 0.941711 0.575621 0.591754 0.270865 0.279572 0.296935 0.481725 0.597944 0.591127 0.674214 0.687016 0.737417 0.811301 0.755145 0.980264 0.891659 0.806344 0.298361 0.677585 0.394 0.644953 0.434597 0.492062 0.288427 0.432387 0.533082 0.890975 0.902126 0.343344 0.694142 0.754841 0.77568 0.835825 0.831034 0.987362 0.865891 0.799392 0.74509 0.590289 0.885376 0.928152 0.523227 0.582196 0.868335 0.627347 0.643592 0.621041 0.865906 0.804376 0.637126 0.35072 0.790141 0.931936 0.948529 0.836778 0.627435 0.645933 0.753259 0.359761 0.243294
"rs13174377" 0.445386 0.157982 0.352801 0.298503 0.363458 0.8547 0.400984 0.230924 0.693748 0.045451 0.735611 0.732115 0.851195 0.684858 0.920621 0.851347 0.32137 0.914179 0.145241 0.095815 0.294098 0.329278 0.268581 0.279531 0.244632 0.187494 0.82144 0.253155 0.954405 0.154442 0.143803 0.115241 0.140812 0.164295 0.140295 0.268841 0.273008 0.858913 0.26258 0.330747 0.259421 0.635096 0.88422 0.876428 0.698239 0.95555 0.94614 0.58936 0.228769 0.235108 0.326442 0.262459 0.287513 0.298484 0.237414 0.234963 0.255226 0.368055 0.264238 0.834199 0.51305 0.639828 0.63659 0.907857 0.795205 0.965819 0.793771 0.530381 0.747947 0.642441 0.733615 0.901309 0.743358 0.433054 0.291003 0.365903 0.440422 0.735136 0.344175 0.437872 0.521734 0.459683 0.578329 0.753257 0.770791 0.540148 0.251427 0.181123 0.109958 0.102942 0.092239 0.135482 0.671047 0.973417 0.904936 0.941688 0.980532 0.182303 0.196915 0.181383 0.362882 0.545611 0.582262 0.848357 0.823328
"rs78648143" 0.159978 0.536083 0.570725 0.235171 0.139774 0.565275 0.253767 0.299597 0.53147 0.864146 0.959463 0.537244 0.852789 0.958271 0.757476 0.054027 0.550548 0.72567 0.282705 0.221718 0.838435 0.630306 0.873548 0.501002 0.73952 0.36229 0.535072 0.983936 0.949407 0.463603 0.28666 0.237836 0.330532 0.2859 0.329969 0.725557 0.804832 0.975044 0.971603 0.53146 0.864759 0.725238 0.562693 0.583039 0.99593 0.835225 0.693187 0.779298 0.608737 0.405076 0.507723 0.539957 0.281759 0.512937 0.769683 0.930819 0.944419 0.957222 0.838109 0.803658 0.638714 0.86648 0.971625 0.935813 0.861157 0.620477 0.674743 0.482071 0.767064 0.761933 0.387584 0.850379 0.906687 0.464892 0.941049 0.651327 0.68067 0.865514 0.62988 0.694953 0.577436 0.833044 0.690571 0.505908 0.984844 0.972674 0.319608 0.418124 0.404574 0.351958 0.34866 0.581354 0.419347 0.690341 0.593015 0.578415 0.544063 0.762358 0.831651 0.699351 0.67935 0.555155 0.299926 0.592224 0.429313
"rs190089789" 0.627955 0.22447 0.858424 0.890347 0.907403 0.094267 0.850891 0.135348 0.901789 0.32004 0.60495 0.445465 0.169199 0.513117 0.562955 0.827286 0.107354 0.818143 0.804394 0.716323 0.062177 0.121908 0.107298 0.171414 0.139682 0.368652 0.929888 0.139975 0.330485 0.925537 0.913414 0.834156 0.974095 0.808533 0.7505 0.115497 0.104891 0.579904 0.131563 0.159821 0.13827 0.416654 0.657813 0.705771 0.925989 0.781145 0.540388 0.987456 0.090682 0.02582 0.224536 0.107812 0.15998 0.103351 0.169189 0.164323 0.195162 0.237968 0.213507 0.336878 0.980618 0.839537 0.298166 0.723199 0.524682 0.574169 0.556182 0.052074 0.431716 0.253557 0.838324 0.326282 0.202154 0.909995 0.218427 0.282138 0.346474 0.272366 0.710862 0.978421 0.872664 0.826311 0.796891 0.719964 0.177494 0.123204 0.421013 0.391092 0.54354 0.481787 0.619749 0.980478 0.596474 0.845216 0.7913 0.47076 0.747872 0.462845 0.313457 0.506923 0.850181 0.821144 0.774995 0.66352 0.142226
"rs56398884" 0.444733 0.73679 0.453066 0.51589 0.488979 0.154952 0.580216 0.663891 0.991469 0.0197 0.5325 0.800908 0.927543 0.112814 0.270216 0.260856 0.635711 0.999493 0.810634 0.701012 0.986496 0.858318 0.877391 0.750646 0.812824 0.730835 0.711865 0.630252 0.644924 0.706926 0.71194 0.715245 0.73798 0.846796 0.762716 0.680188 0.673647 0.845868 0.635417 0.693951 0.605754 0.769054 0.637211 0.539311 0.526339 0.520164 0.627578 0.540159 0.927337 0.975851 0.797852 0.869575 0.788898 0.867005 0.572882 0.593088 0.556905 0.684851 0.514359 0.919289 0.742047 0.766079 0.801985 0.804563 0.802533 0.850674 0.79191 0.861885 0.516058 0.787246 0.519575 0.37056 0.348971 0.205617 0.630933 0.653535 0.555307 0.419147 0.769527 0.773528 0.674426 0.728152 0.653271 0.579287 0.963962 0.256943 0.876908 0.871762 0.949732 0.909261 0.984929 0.627171 0.848232 0.457965 0.392111 0.566453 0.469777 0.733542 0.947394 0.79613 0.777049 0.600565 0.696758 0.462925 0.419877
"rs6819376" 0.727528 0.846333 0.253142 0.141063 0.130332 0.50637 0.00885 0.765366 0.690892 0.059398 0.344907 0.613803 0.24952 0.386993 0.144201 0.080078 0.487032 0.531341 0.565789 0.31511 0.825474 0.398325 0.923943 0.631035 0.816585 0.376647 0.67966 0.746077 0.385576 0.18955 0.448511 0.44858 0.291849 0.375884 0.313236 0.928396 0.59741 0.60489 0.990394 0.608269 0.937605 0.051934 0.69247 0.973037 0.510841 0.784726 0.232445 0.852598 0.845376 0.707861 0.892531 0.648221 0.431549 0.534901 0.941719 0.764619 0.863087 0.825812 0.798236 0.344806 0.170005 0.292335 0.444024 0.21384 0.653961 0.103791 0.957116 0.912118 0.722021 0.841883 0.417816 0.577493 0.491198 0.489677 0.578349 0.623357 0.557982 0.688628 0.829944 0.942607 0.218612 0.302745 0.161191 0.53205 0.429467 0.101945 0.381579 0.290228 0.255106 0.315381 0.174379 0.70211 0.281873 0.434191 0.855717 0.405771 0.930497 0.344578 0.609271 0.2868 0.181203 0.644972 0.653002 0.339003 0.349938
"rs75348542" 0.114007 0.700993 0.617397 0.843827 0.720652 0.77374 0.374735 0.503141 0.619085 0.431532 0.70154 0.152032 0.630796 0.360356 0.835173 0.183346 0.79339 0.973229 0.457606 0.375465 0.933426 0.831249 0.756126 0.692185 0.655949 0.414852 0.123944 0.773796 0.380194 0.291346 0.32362 0.411288 0.332326 0.361184 0.354093 0.923186 0.905529 0.210431 0.839355 0.725072 0.770151 0.389692 0.270106 0.3223 0.218108 0.205531 0.173838 0.224002 0.847653 0.864947 0.898 0.9132 0.928724 0.97847 0.797617 0.743867 0.707314 0.693126 0.681441 0.716879 0.391335 0.283374 0.665413 0.159145 0.16111 0.166316 0.131996 0.944938 0.573236 0.812942 0.18863 0.754422 0.734968 0.230731 0.643071 0.589213 0.557725 0.435563 0.76121 0.4974 0.374269 0.398291 0.277268 0.164903 0.452875 0.364002 0.718433 0.730961 0.730832 0.621797 0.43425 0.345873 0.90389 0.375117 0.403031 0.500223 0.365428 0.409837 0.488368 0.355014 0.238931 0.704584 0.309769 0.693458 0.089301
"rs10851371" 0.328373 0.268198 0.468407 0.827291 0.870263 0.880559 0.698303 0.63745 0.803882 0.672548 0.525337 0.781834 0.705653 0.957869 0.043055 0.947477 0.843979 0.303448 0.292164 0.116951 0.704938 0.804736 0.872072 0.916486 0.911221 0.582228 0.715017 0.459325 0.29918 0.266213 0.268532 0.268888 0.232567 0.248783 0.233379 0.409217 0.52769 0.581903 0.599556 0.818044 0.637564 0.115029 0.576121 0.73397 0.707938 0.919596 0.982851 0.569124 0.410219 0.459698 0.761154 0.660591 0.709923 0.762008 0.2981 0.363676 0.43369 0.538247 0.480638 0.994593 0.516308 0.556657 0.479518 0.802047 0.680887 0.304227 0.971719 0.84047 0.309008 0.617105 0.6159 0.542572 0.784132 0.491088 0.415916 0.606069 0.644771 0.517289 0.10921 0.125244 0.159153 0.140269 0.185907 0.280498 0.651502 0.94223 0.365653 0.293407 0.223756 0.225626 0.22826 0.644549 0.82248 0.91798 0.924734 0.564133 0.997713 0.499555 0.542176 0.495175 0.267178 0.871305 0.775036 0.794081 0.584483
"rs140196668" 0.94241 0.237232 0.663184 0.75349 0.689689 0.477958 0.390515 0.615407 0.59671 0.203469 0.875839 0.293929 0.889252 0.823328 0.617778 0.446806 0.725723 0.870179 0.828992 0.676845 0.790703 0.962994 0.838109 0.943679 0.866668 0.866573 0.233761 0.845746 0.483223 0.777419 0.864454 0.987922 0.958175 0.82177 0.94044 0.781857 0.621549 0.852366 0.833866 0.719876 0.848408 0.234611 0.712768 0.429163 0.827554 0.678868 0.694133 0.857312 0.179773 0.177785 0.282587 0.229322 0.275599 0.258973 0.765466 0.844504 0.784275 0.676705 0.766545 0.710501 0.735594 0.730015 0.899961 0.936727 0.988945 0.905057 0.967467 0.67976 0.575908 0.706259 0.731971 0.512337 0.550637 0.93806 0.729815 0.690882 0.547875 0.249152 0.654273 0.607883 0.755571 0.82063 0.753496 0.813614 0.696973 0.795829 0.13284 0.223062 0.194678 0.196218 0.390582 0.087036 0.378639 0.641977 0.571267 0.870553 0.653215 0.727575 0.92969 0.799457 0.790189 0.933368 0.82239 0.785478 0.750685
"rs141396558" 0.52412 0.762269 0.845272 0.927079 0.900255 0.572637 0.535747 0.419247 0.696118 0.695155 0.927354 0.67062 0.416 0.803128 0.11611 0.576426 0.778876 0.805779 0.555073 0.489558 0.587878 0.660305 0.600569 0.653276 0.607203 0.727265 0.565805 0.765224 0.355062 0.38103 0.35872 0.260604 0.357379 0.465084 0.380384 0.69782 0.696467 0.751499 0.701534 0.713566 0.702324 0.917219 0.775458 0.841204 0.928111 0.896417 0.837163 0.943518 0.960581 0.934207 0.783972 0.736417 0.730447 0.644907 0.801441 0.821651 0.835357 0.77689 0.837853 0.226199 0.764058 0.7887 0.738117 0.648835 0.719448 0.736677 0.616689 0.455145 0.71635 0.561036 0.91811 0.931856 0.995223 0.56607 0.982801 0.976589 0.929712 0.669152 0.552384 0.639734 0.883021 0.672862 0.727986 0.789689 0.568462 0.556017 0.922768 0.869634 0.828576 0.776843 0.547464 0.252096 0.699656 0.912438 0.967737 0.522164 0.850333 0.414112 0.506219 0.442636 0.701845 0.818379 0.746905 0.448665 0.195284
"rs139783222" 0.407963 0.861411 0.295925 0.477813 0.840375 0.872643 0.585922 0.121999 0.797802 0.77325 0.174902 0.766726 0.754293 0.811094 0.705353 0.418346 0.782955 0.318569 0.722846 0.786045 0.916089 0.927381 0.82179 0.874236 0.781118 0.706973 0.905025 0.759987 0.21044 0.746144 0.736784 0.70749 0.847154 0.925668 0.913806 0.832999 0.816695 0.492786 0.817941 0.766857 0.813202 0.772297 0.647096 0.703367 0.332878 0.404539 0.214214 0.273344 0.322269 0.363529 0.67439 0.589691 0.751498 0.694004 0.737485 0.731322 0.719324 0.667424 0.700511 0.393351 0.620807 0.520819 0.8276 0.242213 0.416481 0.125409 0.226131 0.637481 0.95176 0.552668 0.420239 0.788214 0.719551 0.68123 0.698575 0.670189 0.551661 0.458779 0.654609 0.564089 0.505832 0.541705 0.498782 0.411384 0.88349 0.280087 0.099825 0.100088 0.25941 0.1775 0.396594 0.195291 0.538772 0.707091 0.933532 0.419389 0.694483 0.44721 0.856677 0.432937 0.430228 0.569693 0.406992 0.381479 0.830725
"rs117786559" 0.457898 0.243766 0.947177 0.974879 0.930279 0.368433 0.7489 0.462384 0.739535 0.963859 0.664047 0.624851 0.703849 0.340664 0.079774 0.945112 0.132528 0.545776 0.71694 0.770381 0.258478 0.313996 0.175287 0.139747 0.149275 0.150699 0.948782 0.125417 0.457033 0.418013 0.454329 0.5976 0.467295 0.449097 0.471591 0.173379 0.153762 0.46881 0.123445 0.077528 0.111666 0.315821 0.351067 0.411767 0.371743 0.275882 0.441582 0.353122 0.308712 0.376406 0.700281 0.68311 0.920768 0.879403 0.157542 0.124096 0.098929 0.065353 0.086326 0.930282 0.333872 0.351902 0.186913 0.312895 0.331363 0.149868 0.371951 0.611205 0.327618 0.144351 0.18199 0.261106 0.28264 0.040858 0.114897 0.068705 0.064144 0.804228 0.384613 0.337729 0.275541 0.284944 0.244667 0.202005 0.715977 0.180516 0.590295 0.581347 0.706746 0.817637 0.873392 0.483881 0.270293 0.457538 0.346899 0.90853 0.384803 0.238319 0.309379 0.1817 0.128099 0.11864 0.166206 0.597516 0.878293
"rs12006325" 0.154 0.905892 0.178375 0.442975 0.837102 0.267394 0.718043 0.104231 0.466004 0.249076 0.592696 0.463689 0.50531 0.401026 0.342887 0.425617 0.538462 0.260552 0.203609 0.877264 0.909025 0.881334 0.994764 0.917037 0.960001 0.610853 0.398981 0.788701 0.326917 0.622745 0.450587 0.399069 0.476059 0.393621 0.463571 0.722793 0.685561 0.507116 0.692967 0.573774 0.6942 0.548872 0.26968 0.173475 0.214005 0.258472 0.457335 0.156812 0.441662 0.302952 0.274223 0.388262 0.189093 0.343956 0.679466 0.662232 0.613063 0.721184 0.61713 0.277803 0.286481 0.320606 0.825707 0.362519 0.53898 0.234045 0.357983 0.208106 0.870373 0.766147 0.50017 0.193775 0.252893 0.644564 0.815364 0.591837 0.610167 0.711033 0.362578 0.203547 0.318233 0.278022 0.335952 0.310085 0.519647 0.525422 0.396485 0.328563 0.480371 0.454902 0.599254 0.2458 0.762159 0.309473 0.532198 0.361383 0.228225 0.307304 0.621255 0.315458 0.32836 0.723618 0.448211 0.88602 0.159987
"rs151008084" 0.987045 0.675504 0.573012 0.999397 0.748932 0.960662 0.626143 0.978648 0.399633 0.711537 0.541114 0.12529 0.445123 0.814608 0.269864 0.854451 0.69878 0.355395 0.549728 0.858365 0.97858 0.761887 0.968232 0.866437 0.975807 0.947841 0.056026 0.793285 0.94226 0.591268 0.605647 0.63751 0.58924 0.547162 0.58143 0.868124 0.82005 0.306419 0.834656 0.991743 0.846388 0.511082 0.206848 0.233671 0.226096 0.270935 0.380906 0.301066 0.872189 0.946455 0.770467 0.987128 0.953139 0.95145 0.796048 0.790272 0.822737 0.865946 0.829812 0.460723 0.272201 0.279766 0.27108 0.338019 0.324231 0.29448 0.431954 0.651333 0.689719 0.97152 0.507076 0.905524 0.760566 0.728829 0.867493 0.952551 0.965904 0.488596 0.637882 0.647987 0.607647 0.657212 0.589399 0.546373 0.259971 0.629268 0.93214 0.996095 0.987111 0.987286 0.884571 0.95144 0.506617 0.12844 0.105475 0.035235 0.056526 0.761748 0.95977 0.776419 0.779925 0.019799 0.022172 0.059366 0.369531
"rs189983433" 0.179049 0.267004 0.580056 0.793469 0.617537 0.239496 0.847752 0.518793 0.08163 0.387678 0.679311 0.021593 0.210919 0.121872 0.300164 0.56034 0.95016 0.214157 0.392797 0.287362 0.626177 0.67284 0.484261 0.557695 0.418946 0.145249 0.042093 0.918399 0.972836 0.322683 0.348987 0.425255 0.291242 0.324775 0.273937 0.852644 0.870716 0.057616 0.721925 0.68476 0.616799 0.076161 0.045257 0.027695 0.013495 0.005688 0.019637 0.012815 0.492679 0.449037 0.365744 0.29092 0.229862 0.222989 0.910831 0.93621 0.792742 0.588488 0.685118 0.303006 0.096829 0.072701 0.070122 0.017952 0.03569 0.030373 0.010304 0.174395 0.074505 0.302787 0.045719 0.98237 0.757884 0.12711 0.824993 0.717354 0.507463 0.242071 0.583117 0.415811 0.258591 0.326413 0.193151 0.091094 0.12126 0.149601 0.459143 0.430962 0.468875 0.316739 0.369227 0.536089 0.006641 0.034021 0.023792 0.031209 0.056778 0.259247 0.365531 0.230025 0.081728 0.045708 0.058067 0.047466 0.729761
"rs72652795" 0.181862 0.833232 0.747894 0.749744 0.933461 0.22196 0.869658 0.645899 0.395518 0.192138 0.72692 0.941288 0.839435 0.194513 0.113008 0.242654 0.602231 0.901065 0.072728 0.043389 0.628357 0.580737 0.666379 0.65637 0.696717 0.656072 0.907199 0.715012 0.737825 0.039774 0.036307 0.026369 0.042963 0.073159 0.04849 0.73539 0.690325 0.482122 0.681103 0.67222 0.697674 0.929168 0.999484 0.939155 0.899748 0.904177 0.917274 0.934273 0.658023 0.705972 0.784693 0.819381 0.808877 0.878583 0.915525 0.744797 0.794248 0.720635 0.795685 0.706446 0.727454 0.694283 0.434188 0.610533 0.444583 0.935043 0.665337 0.489381 0.46503 0.401343 0.555987 0.535526 0.75794 0.460245 0.726591 0.625441 0.697693 0.850485 0.434006 0.320932 0.319843 0.251 0.30127 0.310445 0.815939 0.744095 0.095275 0.05348 0.008443 0.024732 0.011408 0.021899 0.105865 0.542238 0.51197 0.686291 0.579451 0.615192 0.892891 0.536264 0.238656 0.321733 0.227949 0.302234 0.011559
"rs9420434" 0.838076 0.318613 0.93887 0.471868 0.437859 0.706568 0.341503 0.610215 0.416648 0.061968 0.693445 0.748011 0.664075 0.328643 0.985518 0.221019 0.275549 0.282318 0.645048 0.284236 0.260383 0.724097 0.325768 0.565188 0.365024 0.93964 0.798031 0.486468 0.690492 0.902699 0.909766 0.890774 0.832776 0.923013 0.837745 0.269578 0.2619 0.912984 0.308537 0.16612 0.332747 0.768951 0.74894 0.936547 0.849617 0.571101 0.968504 0.705293 0.274054 0.214307 0.151143 0.207782 0.179189 0.181556 0.36087 0.432301 0.360357 0.162892 0.346711 0.640911 0.512496 0.767623 0.736136 0.697583 0.97929 0.927878 0.701583 0.734217 0.592998 0.359775 0.927288 0.073568 0.057104 0.603577 0.705689 0.398829 0.394197 0.061941 0.595768 0.763815 0.465455 0.666267 0.520586 0.89894 0.715476 0.873944 0.571335 0.933117 0.710984 0.434972 0.314864 0.557591 0.964783 0.75991 0.995018 0.513162 0.967942 0.615123 0.643863 0.688518 0.817778 0.889372 0.838161 0.860651 0.121719
"rs112621884" 0.202671 0.820036 0.917402 0.973587 0.958045 0.813701 0.697965 0.93829 0.91224 0.893743 0.968818 0.795335 0.659978 0.823623 0.448169 0.128262 0.633274 0.98867 0.293272 0.870307 0.452542 0.501196 0.552465 0.659677 0.6035 0.828464 0.961049 0.866548 0.083139 0.540236 0.538852 0.729119 0.55966 0.548552 0.575319 0.739865 0.701075 0.928961 0.721889 0.666631 0.743323 0.719166 0.617283 0.551046 0.997872 0.78678 0.779439 0.976126 0.367905 0.330911 0.455017 0.326587 0.333857 0.322126 0.966897 0.949429 0.970782 0.862837 0.997786 0.770667 0.949211 0.870046 0.282294 0.840498 0.81604 0.999003 0.995417 0.642919 0.405643 0.985218 0.652533 0.255028 0.244147 0.663682 0.849163 0.74964 0.714123 0.883339 0.815278 0.813791 0.801567 0.793779 0.789893 0.848835 0.682427 0.632723 0.987373 0.958431 0.962269 0.868632 0.749232 0.912534 0.784037 0.562811 0.627754 0.712306 0.50533 0.463975 0.595487 0.525913 0.913791 0.750968 0.695278 0.795802 0.839737
"rs188414981" 0.352711 0.730512 0.976942 0.520817 0.240512 0.138295 0.429983 0.191424 0.678058 0.61006 0.622045 0.980612 0.480819 0.841352 0.295734 0.524914 0.790305 0.68088 0.51005 0.314594 0.726991 0.73736 0.897881 0.988875 0.97797 0.490263 0.698054 0.76451 0.738598 0.477064 0.437978 0.386288 0.37074 0.367061 0.340608 0.718445 0.752974 0.63501 0.858396 0.901399 0.926038 0.574384 0.894977 0.812855 0.74853 0.35809 0.404225 0.704861 0.771337 0.962355 0.702732 0.631256 0.506897 0.522704 0.77497 0.765192 0.526592 0.877962 0.930022 0.421174 0.812067 0.737492 0.410002 0.625112 0.499356 0.551076 0.459735 0.108858 0.294429 0.935695 0.461544 0.747571 0.855882 0.161861 0.759629 0.902235 0.946732 0.790742 0.752423 0.925098 0.894762 0.910717 0.805128 0.921937 0.589572 0.140446 0.637073 0.65224 0.464483 0.370366 0.265505 0.420159 0.135931 0.562276 0.643398 0.512417 0.653375 0.936478 0.829809 0.830046 0.606443 0.531999 0.313527 0.416717 0.924435
"rs114172232" 0.511114 0.486696 0.018308 0.070901 0.142185 0.878246 0.125237 0.28951 0.781576 0.021382 0.583322 0.6975 0.160771 0.432488 0.435389 0.024694 0.722203 0.346496 0.199456 0.864034 0.916369 0.846403 0.895176 0.740746 0.886071 0.980787 0.276657 0.773064 0.416251 0.416836 0.40225 0.450072 0.262063 0.189793 0.238465 0.902938 0.870868 0.510418 0.825809 0.821173 0.845498 0.468054 0.505889 0.489126 0.226889 0.172792 0.509547 0.213873 0.06314 0.054767 0.050953 0.061849 0.082386 0.077084 0.843555 0.791304 0.771802 0.85758 0.773404 0.149415 0.276108 0.339207 0.660199 0.36075 0.422321 0.436622 0.364959 0.589464 0.886133 0.886581 0.535842 0.089215 0.09487 0.664012 0.564347 0.520601 0.603843 0.794587 0.971353 0.952575 0.782412 0.884852 0.773668 0.692365 0.276245 0.360694 0.69274 0.658968 0.495244 0.675152 0.730704 0.819046 0.555284 0.236003 0.255949 0.195027 0.221637 0.90451 0.975732 0.911035 0.917931 0.084564 0.190249 0.145441 0.214198
"rs76247936" 0.789171 0.05397 0.080961 0.143189 0.363194 0.689318 0.551681 0.336067 0.371936 0.419537 0.493297 0.53754 0.538095 0.260412 0.240356 0.796479 0.261092 0.953828 0.416256 0.961589 0.132523 0.096414 0.144432 0.129371 0.14926 0.108279 0.400417 0.260493 0.608399 0.57377 0.596867 0.649432 0.703173 0.76148 0.773054 0.185072 0.210591 0.160282 0.220268 0.249005 0.220284 0.202129 0.156422 0.226757 0.481764 0.516249 0.30418 0.484868 0.507884 0.300075 0.723196 0.585222 0.657462 0.635988 0.209462 0.26701 0.269872 0.375961 0.280994 0.518656 0.103022 0.092429 0.232079 0.324533 0.286009 0.430017 0.567031 0.75636 0.275157 0.18086 0.231219 0.373112 0.327116 0.320289 0.250291 0.332268 0.34012 0.260892 0.031535 0.044375 0.088499 0.045999 0.106291 0.15511 0.519171 0.769304 0.884613 0.709556 0.339781 0.700902 0.638791 0.983697 0.208132 0.387749 0.463121 0.561005 0.302329 0.070593 0.071787 0.069629 0.087131 0.660285 0.865378 0.978725 0.753092
"rs140224344" 0.285991 0.737674 0.926558 0.8425 0.94628 0.275004 0.369224 0.928735 0.245784 0.089301 0.692568 0.713315 0.822594 0.223804 0.176191 0.031316 0.387828 0.613269 0.235404 0.212101 0.554307 0.324073 0.610263 0.556468 0.662128 0.959446 0.550418 0.601677 0.75128 0.417978 0.288905 0.182855 0.314933 0.29426 0.326691 0.585414 0.52153 0.681234 0.560054 0.673959 0.575901 0.273954 0.237236 0.276887 0.39319 0.40865 0.987656 0.350545 0.625761 0.739848 0.771787 0.673274 0.828482 0.591832 0.527831 0.573551 0.622007 0.784244 0.656748 0.787034 0.278563 0.273368 0.760538 0.25512 0.450881 0.585805 0.35196 0.956875 0.604921 0.712177 0.30998 0.802845 0.536225 0.366192 0.712293 0.864212 0.770972 0.035091 0.56817 0.591417 0.453244 0.475734 0.415392 0.334879 0.788153 0.083018 0.325758 0.310434 0.340967 0.350869 0.335809 0.775351 0.916878 0.100248 0.254062 0.587079 0.101765 0.867071 0.673744 0.910093 0.67762 0.067785 0.028795 0.057099 0.912771
"rs140402350" 0.027318 0.810569 0.657084 0.813191 0.705047 0.311448 0.923684 0.851994 0.02148 0.266082 0.406753 0.189603 0.750311 0.048638 0.417463 0.013498 0.340767 0.984635 0.0463 0.202781 0.325896 0.289499 0.364904 0.307878 0.393388 0.989411 0.122901 0.549699 0.614896 0.092035 0.096829 0.120779 0.122301 0.116054 0.129302 0.387038 0.364782 0.595078 0.390095 0.321697 0.386972 0.394852 0.843772 0.831221 0.512622 0.715317 0.487283 0.477991 0.074398 0.05594 0.064382 0.075458 0.055264 0.090107 0.505879 0.554251 0.455735 0.418288 0.431003 0.748589 0.614615 0.503983 0.105157 0.460501 0.62354 0.67747 0.606516 0.471383 0.243809 0.183456 0.595569 0.347913 0.251213 0.574507 0.80645 0.437357 0.400245 0.731893 0.984041 0.847753 0.606982 0.641884 0.551697 0.444996 0.606483 0.223019 0.185295 0.115244 0.142525 0.117521 0.182016 0.226429 0.264933 0.682697 0.936411 0.277087 0.675755 0.814026 0.752422 0.8676 0.686029 0.877295 0.797897 0.80279 0.333399
