"rsid" "gene" "protein" "eQTL" "ref"
"2386" "rs8099412" "CD226" "." "Testis, Lymphoblastoid_EUR_exonlevel, Lymphoblastoid_EUR_genelevel" NA
"2387" "rs8106706" "ZIM2" "." "." NA
"2388" "rs8132841" "PTTG1IP" "K562,CMYC,Stanford,IFNg30" "." NA
"2389" "rs8141347" "BCL2L13" "." "Cells_Transformed_fibroblasts, Whole_Blood" NA
"2390" "rs8178860" "APOH" "." "." NA
"2391" "rs833806" "RP5-1120P11.1" "." "." NA
"2392" "rs837334" "PCCA" "." "Adipose_Subcutaneous, Testis" NA
"2393" "rs837582" "LEPREL1" "." "." NA
"2394" "rs846972" "SOBP" "." "." NA
"2395" "rs857693" "OR10X1" "." "." NA
"2396" "rs862041" "LTBP2" "." "." NA
"2397" "rs869785" "THRB" "." "." NA
"2398" "rs873786" "GAK" "." "Skin_Sun_Exposed_Lower_leg, Thyroid" NA
"2399" "rs875742" "CPEB4" "K562,CMYC,Stanford,IFNg30;K562,STAT1,Stanford,IFNg6h" "Whole_Blood" NA
"2400" "rs888762" "ADAMTS2" "." "." NA
"2401" "rs888926" "GFPT2" "." "." NA
"2402" "rs892090" "GP6" "K562,POL2,Stanford,IFNa30;K562,POL2,Stanford,IFNa6h;K562,POL2,Stanford,IFNg6h" "Whole_Blood, Skin_Sun_Exposed_Lower_leg" NA
"2403" "rs900567" "ZC2HC1A" "." "Whole_Blood, Lymphoblastoid_EUR_genelevel" NA
"2404" "rs905670" "BACH2" "." "." NA
"2405" "rs907507" "FIP1L1" "." "." NA
"2406" "rs910954" "SMOX" "A549,POL2,HudsonAlpha,EtOH_0.02pct" "Colon_Transverse" NA
"2407" "rs911585" "C11orf41" "." "." NA
"2408" "rs9131" "CXCL2" "." "." NA
"2409" "rs921614" "PTPRN2" "." "." NA
"2410" "rs922888" "RP13-487K5.1" "." "." NA
"2411" "rs926144" "SERPINA6" "." "Whole_Blood" NA
"2412" "rs9293306" "ZNF366" "." "." NA
"2413" "rs9294754" "SNORD65" "." "." NA
"2414" "rs930108" "IRS1" "." "Lymphoblastoid_EUR_exonlevel, Lymphoblastoid_EUR_genelevel" NA
"2415" "rs9304665" "ZC3H4" "." "Whole_Blood" NA
"2416" "rs9313497" "LCP2" "." "." NA
"2417" "rs9320841" "U2" "." "." NA
"2418" "rs9328172" "SLC22A23" "T-47D,GATA3,HudsonAlpha,DMSO_0.02pct" "Whole_Blood" NA
"2419" "rs9330813" "WNT7B" "." "." "https://en.wikipedia.org/wiki/WNT7B. Wnt7b is a signaling protein that plays a crucial role for many developmental processes including placental (胎盘), lung, eye, dendrite (树突), and bone formation along with kidney development."
"2420" "rs934178" "CD82" "." "Esophagus_Mucosa, Adipose_Visceral_Omentum" NA
"2421" "rs9358912" "HIST1H4E" "." "Esophagus_Mucosa" NA
"2422" "rs936432" "SEC11C" "." "." NA
"2423" "rs9376060" "RP1-287H17.1" "." "Nerve_Tibial" NA
"2424" "rs9381093" "PRICKLE4" "ECC-1,POL2,HudsonAlpha,DMSO_0.02pct;K562,POL2,Stanford,IFNa30;K562,POL2,Stanford,IFNa6h;K562,POL2,Stanford,IFNg6h" "Cells_Transformed_fibroblasts, Artery_Aorta, Skin_Sun_Exposed_Lower_leg" NA
"2425" "rs9385002" "VGLL2" "." "." NA
"2426" "rs939666" "SFRP4" "A549,CTCF,HudsonAlpha,DEX_100nM;A549,CTCF,HudsonAlpha,EtOH_0.02pct;MCF-7,CTCF,UT-A,estrogen;MCF-7,CTCF,UT-A,vehicle" "Whole_Blood" NA
"2427" "rs9399136" "HBS1L" "." "Muscle_Skeletal, Nerve_Tibial, Artery_Tibial" "https://en.wikipedia.org/wiki/HBS1_like_translational_GTPase. The intergenic region of this gene and the MYB gene has been identified to be a quantitative trait locus (QTL) controlling fetal hemoglobin (血红蛋白) level, and this region influences erythrocyte (红细胞), platelet, and monocyte counts as well as erythrocyte volume and hemoglobin content. DNA polymorphisms at this region associate with fetal hemoglobin levels and pain crises in sickle cell disease."
"2428" "rs9405481" "Metazoa_SRP" "." "." NA
"2429" "rs9429088" "MAST2" "." "Artery_Tibial, Cells_Transformed_fibroblasts, Lymphoblastoid_EUR_exonlevel" NA
"2430" "rs943261" "ACSL5" "." "Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg" NA
"2431" "rs943283" "RCBTB2" "." "Lymphoblastoid_EUR_exonlevel" NA
"2432" "rs9442370" "C1orf159" "A549,GR,HudsonAlpha,DEX_100nM;ECC-1,POL2,HudsonAlpha,DMSO_0.02pct;MCF-7,CMYC,UT-A,vehicle" "Artery_Aorta, Thyroid, Esophagus_Mucosa" NA
"2433" "rs9464759" "AL050335.1" "." "." NA
"2434" "rs9468976" "HLA-B" "." "Lymphoblastoid_EUR_exonlevel, Muscle_Skeletal" NA
"2435" "rs9471708" "CCND3" "." "Cells_Transformed_fibroblasts, Skin_Sun_Exposed_Lower_leg, Nerve_Tibial" "https://en.wikipedia.org/wiki/Cyclin_D3. This protein has been shown to interact with and be involved in the phosphorylation of tumor suppressor protein Rb."
"2436" "rs9486725" "FHL5" "." "Artery_Tibial" NA
"2437" "rs9487023" "C6orf183" "." "Testis, Skin_Not_Sun_Exposed_Suprapubic, Skin_Sun_Exposed_Lower_leg" NA
"2438" "rs9494867" "Y_RNA" "." "." NA
"2439" "rs9503977" "EXOC2" "." "Whole_Blood" NA
"2440" "rs9507862" "RP11-428O18.4" "." "." NA
"2441" "rs9508712" "LINC00426" "." "." NA
"2442" "rs950891" "RP11-65D24.2" "." "." NA
"2443" "rs9513614" "AL583784.1" "." "." NA
"2444" "rs9525298" "CDC16" "." "Whole_Blood" NA
"2445" "rs9532580" "FOXO1" "." "Whole_Blood, Lymphoblastoid_EUR_exonlevel" NA
"2446" "rs9533099" "AKAP11" "." "." NA
"2447" "rs9534458" "LRCH1" "." "Heart_Left_Ventricle" NA
"2448" "rs9535455" "DLEU1" "." "." NA
"2449" "rs9546157" "RNU6-67" "." "." NA
"2450" "rs9549753" "GRTP1" "HepG2,POL2,Stanford,forskolin" "Cells_Transformed_fibroblasts, Artery_Tibial" NA
"2451" "rs9552812" "AL157931.1" "." "." NA
"2452" "rs9568239" "RCBTB1" "." "Whole_Blood" NA
"2453" "rs9571072" "RP11-394A14.2" "." "Testis" NA
"2454" "rs9599708" "RNU6-54" "." "." NA
"2455" "rs9606139" "AC000093.3" "K562,CMYC,Stanford,IFNa6h;K562,CMYC,Stanford,IFNg30" "Adipose_Subcutaneous, Skin_Not_Sun_Exposed_Suprapubic, Skin_Sun_Exposed_Lower_leg" NA
"2456" "rs9610946" "SCARF2" "." "." NA
"2457" "rs9629901" "RP11-556E13.1" "." "." NA
"2458" "rs963837" "RP5-1024C24.1" "." "." NA
"2459" "rs964184" "ZNF259" "." "Lymphoblastoid_EUR_exonlevel" NA
"2460" "rs9651802" "ERGIC2" "." "Thyroid, Skin_Sun_Exposed_Lower_leg, Nerve_Tibial" NA
"2461" "rs9654002" "CACNA2D3" "." "." NA
"2462" "rs9673818" "LITAF" "." "." NA
"2463" "rs9681769" "RN5S136" "." "." NA
"2464" "rs972577" "PACSIN2" "." "Lymphoblastoid_EUR_exonlevel" NA
"2465" "rs9728101" "Metazoa_SRP" "." "." NA
"2466" "rs9749364" "RHPN2" "." "Lymphoblastoid_EUR_exonlevel" NA
"2467" "rs9753194" "SSB" "." "." NA
"2468" "rs9762134" "PCDH18" "." "." NA
"2469" "rs9772604" "GS1-24F4.2" "." "Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg, Testis" NA
"2470" "rs9807989" "IL18R1" "." "Whole_Blood, Lung" NA
"2471" "rs9809116" "RP11-447M4.1" "ECC-1,POL2,HudsonAlpha,DMSO_0.02pct;MCF10A-Er-Src,STAT3,Harvard(Weissman),EtOH_0.01pct_4hr;MCF10A-Er-Src,STAT3,Harvard(Weissman),TAM_1uM_36hr" "." NA
"2472" "rs9815073" "LPP" "." "." NA
"2473" "rs9816784" "TFRC" "." "Thyroid" NA
"2474" "rs9827401" "PLCL2" "." "Cells_Transformed_fibroblasts, Whole_Blood" NA
"2475" "rs9829114" "PAK2" "." "." NA
"2476" "rs983855" "RP11-257I14.1" "." "." NA
"2477" "rs9841857" "NFKBIZ" "." "Lymphoblastoid_EUR_exonlevel, Nerve_Tibial" NA
"2478" "rs9850274" "ZDHHC19" "." "." NA
"2479" "rs9851607" "MYRIP" "." "." NA
"2480" "rs9852704" "CGGBP1" "." "Breast_Mammary_Tissue, Thyroid" NA
"2481" "rs9855176" "AC027119.1" "." "." NA
"2482" "rs9861346" "LSAMP" "." "." NA
"2483" "rs9870122" "PPP2R3A" "." "Lymphoblastoid_EUR_exonlevel" NA
"2484" "rs9878913" "CD200R1L" "." "." NA
"2485" "rs9890032" "ATAD5" "." "Artery_Coronary, Brain_Cortex, Whole_Blood" NA
"2486" "rs9891219" "GUCY2D" "." "Lymphoblastoid_EUR_exonlevel, Brain_Cerebellum, Brain_Cerebellar_Hemisphere" NA
"2487" "rs9896239" "MIR451B" "." "Adipose_Visceral_Omentum, Nerve_Tibial, Thyroid" NA
"2488" "rs9897123" "GAS7" "." "Cells_Transformed_fibroblasts" NA
"2489" "rs9908933" "AC055813.1" "." "Artery_Tibial, Brain_Cortex, Artery_Coronary" NA
"2490" "rs9911000" "ZNF232" "." "Lymphoblastoid_EUR_exonlevel, Whole_Blood" NA
"2491" "rs9931598" "CHD9" "." "." NA
"2492" "rs9939277" "ZFPM1" "." "Thyroid" NA
"2493" "rs9965170" "SKOR2" "." "Adipose_Subcutaneous" NA
"2494" "rs998908" "CD9" "." "Whole_Blood, Lymphoblastoid_EUR_exonlevel" NA
